Age,Height,Weight,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,Gender_Male,CALC_Frequently,CALC_Sometimes,CALC_no,CAEC_Frequently,CAEC_Sometimes,CAEC_no,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking
22.185756,1.784555,89.836692,1,161,127,0,0,549,1,143,663,True,False,True,False,False,True,False,False,False,True,False
22.980957,1.700216,80.473587,1,170,377,0,0,332,1,286,984,False,False,False,True,False,True,False,False,False,True,False
23.0,1.672101,80.939733,1,170,272,0,0,231,1,433,1008,True,False,False,True,False,True,False,False,False,True,False
24.190896,1.7,84.849349,1,170,477,0,0,616,1,0,840,True,False,True,False,False,True,False,False,False,True,False
23.94003,1.721348,83.986714,1,432,385,0,0,529,1,475,82,True,False,True,False,False,True,False,False,False,True,False
26.591628,1.7,78.008388,1,600,477,0,0,1267,1,499,750,False,True,False,False,False,True,False,False,False,True,False
31.264628,1.803129,91.052215,1,170,477,0,0,126,1,55,145,True,False,True,False,False,True,False,False,False,True,False
23.629159,1.70002,80.420434,1,170,477,0,0,849,1,521,943,False,False,True,False,False,True,False,False,False,True,False
26.208134,1.7,78.041338,1,639,477,0,0,715,1,471,680,False,True,False,False,False,True,False,False,False,False,False
17.689057,1.713599,83.285753,1,182,346,0,0,354,1,589,472,True,False,True,False,False,True,False,False,False,True,False
19.16097,1.662728,77.473204,0,180,98,0,0,1267,1,102,261,True,False,True,False,False,True,False,False,False,True,False
25.45763,1.837399,95.952027,1,19,392,0,0,549,1,730,1115,True,False,True,False,False,True,False,False,False,True,False
22.988004,1.80827,91.363293,1,155,166,0,0,457,1,0,1047,True,False,True,False,False,True,False,False,False,True,False
23.603191,1.714508,85.137113,1,393,402,0,0,701,1,230,808,True,False,True,False,False,True,False,False,False,True,False
22.882558,1.793451,89.909259,1,138,265,0,0,228,1,0,950,True,False,True,False,False,True,False,False,False,True,False
23.586058,1.700499,81.108599,1,211,446,0,0,282,1,300,849,False,False,True,False,False,True,False,False,False,True,False
34.432669,1.694997,84.451423,1,275,337,0,0,982,1,676,235,True,False,False,True,False,True,False,False,False,False,False
25.472995,1.688911,78.434492,1,304,379,0,0,896,1,46,404,False,True,False,False,False,True,False,False,False,True,False
55.022494,1.673394,80.400306,1,170,477,0,0,549,1,589,0,True,False,False,True,False,True,False,False,False,False,False
34.647036,1.769499,85.0,1,652,477,0,0,1255,1,1038,789,True,False,False,True,False,True,False,False,False,False,False
21.997335,1.65,80.0,1,170,477,0,0,549,1,312,1128,True,False,False,True,False,True,False,False,False,True,False
18.181821,1.662669,79.863546,0,468,244,0,0,537,1,806,707,True,False,False,True,False,True,False,False,False,True,False
41.743333,1.67861,79.849252,1,599,477,0,0,180,1,0,874,False,False,False,True,False,True,False,False,False,False,False
21.473078,1.694423,80.311273,1,170,319,0,0,549,1,1154,948,True,False,False,True,False,True,False,False,False,True,False
27.757187,1.505437,63.892071,0,170,0,0,0,164,1,28,0,False,False,False,True,False,True,False,False,False,True,False
25.113537,1.505387,63.715219,0,170,60,0,0,448,1,322,203,False,False,False,True,False,True,False,False,False,True,False
21.82165,1.491441,62.269912,0,170,112,0,0,540,1,227,398,False,False,False,True,False,True,False,False,False,True,False
20.670975,1.509408,64.852953,0,376,512,0,0,549,1,650,917,False,False,False,True,False,True,False,False,False,True,False
22.649792,1.685045,81.022119,1,170,359,0,0,321,1,276,1071,True,False,False,True,False,True,False,False,False,True,False
23.154311,1.723072,82.338464,1,388,324,0,0,308,1,544,421,True,False,True,False,False,True,False,False,False,True,False
38.097395,1.696954,78.156035,1,809,477,0,0,717,1,0,0,False,False,False,True,False,True,False,False,False,False,False
37.642177,1.676095,79.079738,1,651,477,0,0,391,1,0,575,False,False,False,True,False,True,False,False,False,False,False
34.176795,1.681021,77.392179,1,648,187,0,0,485,1,529,557,False,False,False,True,False,True,False,False,False,False,False
34.231083,1.654067,79.697278,1,248,162,0,0,641,1,219,854,False,False,False,True,False,True,False,False,False,False,False
31.965402,1.840708,98.259423,1,400,163,0,0,960,1,755,379,True,False,True,False,False,True,False,False,False,False,False
33.185661,1.836007,97.416417,1,170,149,0,0,1267,1,589,0,True,False,True,False,False,True,False,False,False,False,False
18.741188,1.556789,71.788181,0,809,498,0,0,549,1,906,840,False,False,False,True,False,True,False,False,False,True,False
19.955257,1.5891,72.713611,0,809,609,0,0,549,1,752,840,False,False,True,False,False,True,False,False,False,True,False
19.684891,1.700627,78.048207,0,97,357,0,0,737,1,823,400,True,False,True,False,False,True,False,False,False,True,False
47.7061,1.743935,84.729197,1,493,477,0,0,94,1,222,0,True,False,False,True,False,True,False,False,False,False,False
17.997009,1.742654,85.0,0,170,477,0,0,1252,1,589,106,True,False,True,False,False,True,False,False,False,True,False
17.971786,1.754441,85.002884,1,627,477,0,0,1175,1,589,327,True,False,True,False,False,True,False,False,False,True,False
20.432717,1.719342,80.790813,1,326,216,0,0,427,1,1004,822,True,False,False,True,False,True,False,False,False,True,False
33.954433,1.682253,77.431678,1,809,204,0,0,548,1,908,100,False,False,False,True,False,True,False,False,False,False,False
17.039058,1.799902,95.419668,1,170,477,0,0,1267,1,611,785,True,False,True,False,False,True,False,False,False,True,False
33.070142,1.709428,83.014033,1,170,15,0,0,568,1,1171,0,True,False,False,True,False,True,False,False,False,False,False
34.993835,1.752456,84.783756,1,543,452,0,0,1130,1,1157,745,True,False,False,True,False,True,False,False,False,False,False
35.719457,1.685947,83.3258,1,170,8,0,0,685,1,617,0,True,False,False,True,False,True,False,False,False,False,False
19.005725,1.599999,73.513873,0,756,328,0,0,734,1,850,652,False,False,True,False,False,True,False,False,False,True,False
18.850466,1.550053,72.9518,0,809,478,0,0,549,1,1124,840,False,False,True,False,False,True,False,False,False,True,False
31.540751,1.828092,91.495718,1,170,340,0,0,593,1,344,25,True,False,True,False,False,True,False,False,False,False,False
23.335391,1.71338,82.085549,1,589,306,0,0,1218,1,888,162,True,False,True,False,False,True,False,False,False,True,False
19.749627,1.680764,79.621463,0,123,477,0,0,549,1,686,900,True,False,False,True,False,True,False,False,False,True,False
19.565496,1.705584,78.025625,0,147,381,0,0,707,1,824,505,True,False,True,False,False,True,False,False,False,True,False
30.357745,1.841852,93.614246,1,214,422,0,0,183,1,802,787,True,False,True,False,False,True,False,False,False,True,False
27.0,1.834986,99.083478,1,623,0,0,0,199,1,1000,382,True,False,True,False,False,True,False,False,False,True,False
21.380336,1.724839,82.27635,1,253,173,0,0,549,1,1094,719,True,False,True,False,False,True,False,False,False,True,False
33.151905,1.685127,83.986895,1,170,285,0,0,892,1,525,0,True,False,False,True,False,True,False,False,False,False,False
18.0,1.750097,86.372141,1,719,477,0,0,1103,1,698,40,True,False,True,False,False,True,False,False,False,True,False
32.241587,1.757961,87.906019,1,170,158,0,0,456,1,637,189,True,False,True,False,False,True,False,False,False,True,False
31.662814,1.848965,98.912261,1,430,312,0,0,944,1,605,473,True,False,True,False,False,True,False,False,False,False,False
24.347414,1.789193,89.393589,1,72,233,0,0,549,1,0,497,True,False,True,False,False,True,False,False,False,True,False
24.362124,1.716677,85.261339,1,170,331,0,0,638,1,361,834,True,False,True,False,False,True,False,False,False,True,False
19.462713,1.550122,69.936073,0,479,545,0,0,201,1,526,840,False,False,False,True,False,True,False,False,False,True,False
35.432059,1.663178,80.135167,1,170,477,0,0,536,1,47,1003,False,False,False,True,False,True,False,False,False,False,False
33.864257,1.679299,77.355417,1,633,226,0,0,466,1,551,552,False,False,False,True,False,True,False,False,False,False,False
23.807181,1.729177,82.52724,1,610,418,0,0,539,1,589,32,True,False,True,False,False,True,False,False,False,True,False
39.585811,1.719153,86.464843,1,397,84,0,0,497,1,348,0,True,False,False,True,False,True,False,False,False,False,False
45.821267,1.687326,80.413997,1,244,477,0,0,34,1,366,0,False,False,False,True,False,True,False,False,False,False,False
25.929746,1.772449,105.0,1,809,477,0,0,609,1,948,1038,True,False,True,False,False,True,False,False,False,True,False
26.042738,1.837117,105.712219,1,809,477,0,0,927,1,1071,1017,True,False,True,False,False,True,False,False,False,True,False
30.551762,1.784377,102.872505,1,361,477,0,0,404,1,1071,317,True,False,True,False,False,True,False,False,False,False,False
39.759575,1.792507,101.780099,1,401,215,0,0,923,1,1187,840,True,False,True,False,False,True,False,False,False,False,False
31.386405,1.556579,78.233341,1,279,209,0,0,270,1,0,0,False,False,True,False,False,True,False,False,False,True,False
25.706285,1.585547,80.351263,1,170,0,0,0,549,1,0,0,False,False,True,False,False,True,False,False,False,True,False
43.604901,1.569234,81.827288,1,723,0,0,0,549,1,743,0,False,False,False,True,False,True,False,False,False,False,False
42.31607,1.583943,81.936398,1,466,441,0,0,450,1,0,0,False,False,False,True,False,True,False,False,False,False,False
22.654316,1.621233,82.0,1,9,0,0,0,549,1,0,991,False,False,True,False,False,True,False,False,False,True,False
22.679935,1.6084,82.603984,1,581,0,0,0,979,1,214,1128,False,False,True,False,False,True,False,False,False,True,False
24.079524,1.733439,97.911865,1,170,477,0,0,1172,1,744,938,True,False,False,True,False,True,False,False,False,True,False
21.196152,1.65,88.472359,1,441,6,0,0,1267,1,679,840,True,False,False,True,False,True,False,False,False,True,False
22.596576,1.650052,87.272552,1,696,80,0,0,1129,1,275,840,False,False,False,True,False,True,False,False,False,True,False
23.0,1.644161,84.340406,1,298,477,0,0,1085,1,1115,61,False,False,False,True,False,True,False,False,False,True,False
37.356288,1.559499,77.26813,1,170,477,0,0,338,1,0,0,False,False,True,False,False,True,False,False,False,False,False
22.754646,1.734237,95.0,1,170,477,0,0,783,1,1158,908,True,False,False,True,False,True,False,False,False,True,False
23.252906,1.775815,97.813023,1,170,477,0,0,1267,1,1189,1128,True,False,False,True,False,True,False,False,False,True,False
22.025438,1.640426,87.344156,1,809,0,0,0,1267,1,726,1080,False,False,False,True,False,True,False,False,False,True,False
18.086772,1.65,82.13682,1,809,477,0,0,0,1,602,945,False,False,True,False,False,True,False,False,False,True,False
25.994393,1.753321,107.998815,1,809,477,0,0,409,1,961,0,True,False,True,False,False,True,False,False,False,False,False
40.821515,1.553026,77.74518,1,170,477,0,0,233,1,0,0,False,False,True,False,False,True,False,False,False,False,False
23.0,1.706525,90.500055,1,170,477,0,0,289,1,552,840,True,False,False,True,False,True,False,False,False,True,False
37.955371,1.560648,80.0,1,677,50,0,0,255,1,943,0,False,False,True,False,False,True,False,False,False,False,False
31.315593,1.673352,90.0,1,310,197,0,0,818,1,1023,0,True,False,True,False,False,True,False,False,False,False,False
22.661556,1.660324,94.189167,1,170,477,0,0,549,1,0,99,True,False,False,True,False,True,False,False,False,True,False
40.317787,1.786318,98.447311,1,170,477,0,0,1050,1,863,403,True,False,True,False,False,True,False,False,False,False,False
23.365649,1.757691,95.361795,1,170,477,0,0,1267,1,1189,1128,True,False,False,True,False,True,False,False,False,True,False
21.72127,1.712163,98.699971,1,170,447,0,0,746,1,1162,1128,True,False,False,True,False,True,False,False,False,True,False
35.389491,1.78,100.84763,1,238,111,0,0,1267,1,1088,85,True,True,False,False,False,True,False,False,False,False,False
22.061461,1.6,82.040318,1,50,297,0,0,718,1,1117,922,False,False,False,True,False,True,False,False,False,True,False
23.0,1.61082,82.532994,1,254,397,0,0,878,1,997,0,False,False,False,True,False,True,False,False,False,True,False
23.0,1.665199,83.15115,1,745,105,0,0,1127,1,243,1060,False,False,False,True,False,True,False,False,False,True,False
40.951591,1.542122,80.0,1,170,38,0,0,219,1,904,0,False,False,True,False,False,True,False,False,False,False,False
39.135634,1.507867,79.58958,1,170,477,0,0,0,1,0,0,False,False,True,False,False,True,False,False,False,False,False
26.271621,1.660955,90.0,1,170,477,0,0,1267,1,377,390,True,False,True,False,False,True,False,False,False,False,False
23.779235,1.553127,78.0,1,170,0,0,0,549,1,456,0,False,False,False,True,False,True,False,False,False,True,False
20.586978,1.781952,102.910613,1,170,477,0,0,366,1,814,0,True,False,False,True,False,True,False,False,False,True,False
21.669478,1.75,96.940255,1,170,477,0,0,1122,1,1134,898,True,False,False,True,False,True,False,False,False,True,False
23.0,1.615854,80.615325,1,170,0,0,0,549,1,34,0,False,False,False,True,False,True,False,False,False,True,False
20.825962,1.793378,105.655037,1,170,477,0,0,101,1,10,406,True,False,True,False,False,True,False,False,False,True,False
18.178023,1.85478,114.77484,1,170,169,0,0,708,1,589,1128,True,False,True,False,False,True,False,False,False,True,False
18.0,1.685633,90.032671,1,472,477,0,0,453,1,620,583,False,False,True,False,False,True,False,False,False,True,False
18.267696,1.706343,93.348843,1,101,477,0,0,0,1,500,840,False,False,True,False,False,True,False,False,False,True,False
23.0,1.791415,105.138073,1,357,477,0,0,592,1,223,391,True,False,True,False,False,True,False,False,False,True,False
23.0,1.753716,106.49141,1,609,477,0,0,635,1,367,619,True,False,True,False,False,True,False,False,False,True,False
20.9859,1.780503,103.189532,1,170,477,0,0,323,1,290,0,True,False,False,True,False,True,False,False,False,True,False
21.504943,1.819867,106.038468,1,170,477,0,0,1084,1,0,484,True,False,False,True,False,True,False,False,False,True,False
18.0,1.791174,108.9606,1,170,29,0,0,778,1,589,1030,True,False,False,True,False,True,False,False,False,True,False
18.0,1.82093,108.742005,1,170,73,0,0,917,1,589,977,True,False,False,True,False,True,False,False,False,True,False
19.442663,1.627812,82.0,1,13,394,0,0,79,1,0,1035,False,False,True,False,False,True,False,False,False,True,False
22.865018,1.632118,82.0,1,517,114,0,0,481,1,0,116,False,False,True,False,False,True,False,False,False,True,False
21.948577,1.773594,105.000789,1,349,477,0,0,1243,1,589,0,True,False,True,False,False,True,False,False,False,True,False
21.214617,1.930416,118.560509,1,170,477,0,0,1267,1,402,840,True,False,True,False,False,True,False,False,False,True,False
22.277859,1.947406,116.893105,1,170,477,0,0,1267,1,557,840,True,False,True,False,False,True,False,False,False,True,False
37.832949,1.610867,80.0,1,207,161,0,0,488,1,981,0,False,False,True,False,False,True,False,False,False,False,False
37.631769,1.513202,75.410647,1,170,301,0,0,294,1,996,0,False,False,True,False,False,True,False,False,False,False,False
17.6739,1.738465,97.185474,1,170,477,0,0,549,1,0,202,True,False,False,True,False,True,False,False,False,True,False
37.524551,1.567915,76.129784,1,170,477,0,0,656,1,0,0,False,False,True,False,False,True,False,False,False,False,False
43.510672,1.587546,76.126112,1,170,477,0,0,644,1,0,0,False,False,True,False,False,True,False,False,False,False,False
18.0,1.820385,108.395005,1,170,232,0,0,647,1,589,531,True,False,True,False,False,True,False,False,False,True,False
18.0,1.792239,108.244379,1,170,228,0,0,1230,1,589,96,True,False,True,False,False,True,False,False,False,True,False
29.506287,1.82697,108.751502,1,170,396,0,0,825,1,482,1086,True,False,True,False,False,True,False,False,False,False,False
18.0,1.670058,86.242679,1,530,477,0,0,503,1,682,0,False,False,False,True,False,True,False,False,False,True,False
24.733308,1.639383,91.267087,1,5,477,0,0,0,1,238,262,True,False,True,False,False,True,False,False,False,False,False
29.0,1.682916,89.991671,1,125,477,0,0,668,1,258,0,True,False,True,False,False,True,False,False,False,False,False
18.0,1.609321,84.493156,1,170,477,0,0,53,1,589,0,False,False,False,True,False,True,False,False,False,True,False
21.098035,1.690437,96.366777,1,170,428,0,0,549,1,0,1025,True,False,False,True,False,True,False,False,False,True,False
19.089595,1.700164,99.204695,1,170,219,0,0,549,1,0,1094,True,False,False,True,False,True,False,False,False,True,False
18.312665,1.60074,82.249831,1,478,477,0,0,132,1,189,411,False,False,False,True,False,True,False,False,False,True,False
18.260079,1.801848,104.741914,1,170,477,0,0,1267,1,968,0,True,False,False,True,False,True,False,False,False,True,False
26.004294,1.844751,105.025808,1,809,477,0,0,1224,1,1071,1074,True,False,True,False,False,True,False,False,False,True,False
25.994746,1.811602,106.042142,1,809,477,0,0,1185,1,973,536,True,False,True,False,False,True,False,False,False,True,False
36.726617,1.787521,100.624553,1,202,463,0,0,1180,1,1075,276,True,True,False,False,False,True,False,False,False,False,False
38.297259,1.789109,100.066268,1,187,205,0,0,733,1,1073,692,True,True,False,False,False,True,False,False,False,False,False
30.163408,1.533364,78.030383,1,198,182,0,0,423,1,0,0,False,False,False,True,False,True,False,False,False,True,False
28.770039,1.580858,79.713492,1,170,0,0,0,549,1,11,0,False,False,False,True,False,True,False,False,False,True,False
42.337283,1.64639,86.639861,1,659,248,0,0,382,1,0,0,False,False,False,True,False,True,False,False,False,False,False
47.283374,1.643786,81.978743,1,209,103,0,0,437,1,0,0,False,False,False,True,False,True,False,False,False,False,False
22.518787,1.634342,82.414477,1,126,86,0,0,683,1,193,1065,False,False,True,False,False,True,False,False,False,True,False
22.836315,1.604893,82.0,1,3,0,0,0,549,1,0,457,False,False,True,False,False,True,False,False,False,True,False
23.0,1.654961,94.790579,1,170,477,0,0,265,1,370,840,True,False,False,True,False,True,False,False,False,True,False
22.975526,1.701986,95.0,1,170,477,0,0,581,1,974,862,True,False,False,True,False,True,False,False,False,True,False
22.720449,1.65,89.139209,1,257,433,0,0,1267,1,362,840,True,False,False,True,False,True,False,False,False,True,False
23.887569,1.657995,90.0,1,170,477,0,0,1267,1,347,820,True,False,False,True,False,True,False,False,False,True,False
23.0,1.634688,82.628,1,230,416,0,0,764,1,255,13,False,False,False,True,False,True,False,False,False,True,False
23.0,1.628168,84.49798,1,228,432,0,0,569,1,465,493,False,False,False,True,False,True,False,False,False,True,False
38.148845,1.557808,79.661693,1,170,477,0,0,159,1,0,0,False,False,True,False,False,True,False,False,False,False,False
37.96543,1.560199,80.0,1,491,78,0,0,474,1,736,0,False,False,True,False,False,True,False,False,False,False,False
22.771612,1.750384,95.324282,1,170,477,0,0,1267,1,1189,1128,True,False,False,True,False,True,False,False,False,True,False
22.582371,1.753081,95.269089,1,170,477,0,0,1267,1,1189,1128,True,False,False,True,False,True,False,False,False,True,False
21.008051,1.65,88.126544,1,454,3,0,0,1267,1,772,840,False,False,False,True,False,True,False,False,False,True,False
22.591026,1.650012,87.676154,1,796,22,0,0,1182,1,651,840,False,False,False,True,False,True,False,False,False,True,False
16.129279,1.65,85.583485,1,766,477,0,0,0,1,1096,860,False,False,False,True,False,True,False,False,False,True,False
16.913841,1.634832,85.803809,1,234,477,0,0,138,1,1135,915,False,False,False,True,False,True,False,False,False,True,False
29.43879,1.770126,108.602715,1,809,477,0,0,106,1,989,1028,True,False,True,False,False,True,False,False,False,False,False
29.881301,1.758189,108.721893,1,809,477,0,0,156,1,1022,0,True,False,True,False,False,True,False,False,False,False,False
43.591999,1.595165,77.354744,1,170,477,0,0,672,1,0,0,False,False,False,True,False,True,False,False,False,False,False
40.993179,1.567756,79.493626,1,170,477,0,0,1235,1,0,0,False,False,False,True,False,True,False,False,False,False,False
22.936098,1.702825,93.638318,1,170,477,0,0,394,1,282,266,True,False,False,True,False,True,False,False,False,True,False
23.0,1.735659,93.429205,1,170,477,0,0,149,1,555,840,True,False,False,True,False,True,False,False,False,True,False
37.597953,1.62901,80.0,1,452,425,0,0,198,1,151,0,False,False,True,False,False,True,False,False,False,False,False
37.532066,1.615385,80.0,1,787,477,0,0,340,1,0,0,False,False,True,False,False,True,False,False,False,False,False
31.630054,1.671705,90.0,1,457,168,0,0,657,1,1057,0,True,False,True,False,False,True,False,False,False,False,False
31.641081,1.676595,89.993812,1,747,218,0,0,602,1,336,0,True,False,True,False,False,True,False,False,False,False,False
21.872484,1.699998,95.564428,1,170,438,0,0,549,1,0,151,True,False,False,True,False,True,False,False,False,True,False
21.834894,1.722785,94.094184,1,170,435,0,0,549,1,0,923,True,False,False,True,False,True,False,False,False,True,False
36.023972,1.670667,90.575934,1,717,117,0,0,890,1,809,0,True,False,True,False,False,True,False,False,False,False,False
39.656559,1.789992,98.021766,1,212,238,0,0,1134,1,716,522,True,False,True,False,False,True,False,False,False,False,False
24.184891,1.768834,97.449743,1,170,477,0,0,1248,1,1144,951,True,False,False,True,False,True,False,False,False,True,False
23.237302,1.761008,97.829344,1,170,477,0,0,1261,1,1138,1123,True,False,False,True,False,True,False,False,False,True,False
35.322112,1.78,102.265955,1,643,40,0,0,1267,1,1165,447,True,False,True,False,False,True,False,False,False,False,False
31.387982,1.810215,105.254354,1,428,198,0,0,1039,1,619,1078,True,False,True,False,False,True,False,False,False,False,False
23.0,1.608469,82.954796,1,287,459,0,0,1119,1,1095,0,False,False,False,True,False,True,False,False,False,True,False
23.0,1.630357,83.1011,1,793,132,0,0,1169,1,641,726,False,False,False,True,False,True,False,False,False,True,False
22.679454,1.62826,82.967937,1,364,0,0,0,774,1,539,1066,False,False,True,False,False,True,False,False,False,True,False
22.480889,1.605662,82.470375,1,77,0,0,0,839,1,212,1128,False,False,True,False,False,True,False,False,False,True,False
41.403862,1.567973,81.056851,1,289,449,0,0,276,1,0,0,False,False,True,False,False,True,False,False,False,False,False
40.702771,1.548403,80.0,1,170,477,0,0,192,1,0,0,False,False,True,False,False,True,False,False,False,False,False
29.389239,1.681855,90.0,1,249,317,0,0,1123,1,712,0,True,False,True,False,False,True,False,False,False,False,False
30.967417,1.688436,90.0,1,302,349,0,0,1131,1,808,0,True,False,True,False,False,True,False,False,False,False,False
23.474165,1.577115,78.0,1,170,0,0,0,549,1,480,0,False,False,False,True,False,True,False,False,False,True,False
24.317607,1.586751,79.109029,1,170,0,0,0,549,1,467,0,False,False,False,True,False,True,False,False,False,True,False
17.052914,1.710616,99.860254,1,170,477,0,0,549,1,67,732,True,False,False,True,False,True,False,False,False,True,False
18.04892,1.721384,99.430612,1,170,477,0,0,549,1,874,681,True,False,False,True,False,True,False,False,False,True,False
22.875223,1.624367,82.0,1,120,0,0,0,549,1,0,354,False,False,False,True,False,True,False,False,False,True,False
22.884722,1.622787,82.0,1,108,0,0,0,549,1,0,240,False,False,False,True,False,True,False,False,False,True,False
18.729566,1.855433,112.875283,1,170,277,0,0,969,1,589,1128,True,False,True,False,False,True,False,False,False,True,False
21.011124,1.856315,118.183797,1,170,477,0,0,1267,1,432,902,True,False,True,False,False,True,False,False,False,True,False
18.603496,1.681719,90.671871,1,74,477,0,0,222,1,119,840,False,False,True,False,False,True,False,False,False,True,False
21.106056,1.722884,92.949254,1,25,477,0,0,103,1,0,255,False,False,True,False,False,True,False,False,False,True,False
23.0,1.799406,106.528811,1,272,477,0,0,865,1,216,446,True,False,True,False,False,True,False,False,False,True,False
21.980847,1.819875,106.048516,1,170,477,0,0,1104,1,0,656,True,False,True,False,False,True,False,False,False,True,False
21.016665,1.790172,105.042194,1,355,477,0,0,33,1,204,69,True,False,True,False,False,True,False,False,False,True,False
21.72738,1.783782,105.000276,1,213,477,0,0,828,1,241,0,True,False,True,False,False,True,False,False,False,True,False
18.0,1.783906,109.207614,1,170,172,0,0,885,1,589,648,True,False,False,True,False,True,False,False,False,True,False
18.0,1.844218,109.195529,1,170,121,0,0,736,1,589,1053,True,False,False,True,False,True,False,False,False,True,False
19.431662,1.631662,82.0,1,673,419,0,0,6,1,0,1013,False,False,False,True,False,True,False,False,False,True,False
18.166318,1.649553,82.323954,1,685,477,0,0,467,1,360,166,False,False,False,True,False,True,False,False,False,True,False
22.352025,1.754711,105.000706,1,693,477,0,0,1003,1,589,0,True,False,True,False,False,True,False,False,False,True,False
22.469351,1.762515,105.000097,1,369,477,0,0,658,1,589,0,True,False,True,False,False,True,False,False,False,True,False
19.524698,1.942725,121.657979,1,170,477,0,0,1267,1,589,845,True,False,True,False,False,True,False,False,False,True,False
20.491475,1.975663,120.702935,1,170,477,0,0,1267,1,421,840,True,False,True,False,False,True,False,False,False,True,False
39.213399,1.586301,80.0,1,191,68,0,0,491,1,1036,0,False,False,True,False,False,True,False,False,False,False,False
38.098745,1.598448,80.0,1,192,56,0,0,523,1,1002,0,False,False,True,False,False,True,False,False,False,False,False
19.034033,1.703098,98.296651,1,170,270,0,0,549,1,0,879,True,False,False,True,False,True,False,False,False,True,False
17.073648,1.706996,99.544696,1,170,477,0,0,549,1,952,46,True,False,False,True,False,True,False,False,False,True,False
38.547267,1.526472,75.150345,1,170,477,0,0,68,1,0,0,False,False,True,False,False,True,False,False,False,False,False
38.683794,1.501993,76.642944,1,170,477,0,0,0,1,0,0,False,False,True,False,False,True,False,False,False,False,False
18.0,1.784402,108.413119,1,170,287,0,0,1037,1,589,152,True,False,False,True,False,True,False,False,False,True,False
18.0,1.792687,108.204547,1,170,288,0,0,1245,1,589,335,True,False,False,True,False,True,False,False,False,True,False
29.622804,1.814052,109.411622,1,432,207,0,0,417,1,705,164,True,False,True,False,False,True,False,False,False,False,False
30.79626,1.789421,109.599453,1,325,252,0,0,117,1,963,412,True,False,True,False,False,True,False,False,False,False,False
18.0,1.686904,90.004046,1,606,477,0,0,543,1,766,365,False,False,True,False,False,True,False,False,False,True,False
18.107092,1.703259,91.499683,1,139,477,0,0,246,1,546,677,False,False,True,False,False,True,False,False,False,True,False
31.335093,1.665798,89.738596,1,363,18,0,0,212,1,826,0,True,False,True,False,False,True,False,False,False,False,False
29.0,1.66671,89.048151,1,137,477,0,0,123,1,21,0,True,False,True,False,False,True,False,False,False,False,False
18.011903,1.65,84.210535,1,683,477,0,0,0,1,598,635,False,False,False,True,False,True,False,False,False,True,False
18.0,1.649439,84.897738,1,170,477,0,0,44,1,589,0,False,False,False,True,False,True,False,False,False,True,False
21.077356,1.702002,97.971598,1,170,136,0,0,549,1,0,1091,True,False,False,True,False,True,False,False,False,True,False
21.052016,1.69382,99.530971,1,170,138,0,0,549,1,0,1117,True,False,False,True,False,True,False,False,False,True,False
18.078256,1.622999,82.403076,1,405,477,0,0,351,1,594,425,False,False,False,True,False,True,False,False,False,True,False
18.063582,1.633675,82.459577,1,737,477,0,0,10,1,590,746,False,False,False,True,False,True,False,False,False,True,False
20.418832,1.836669,105.257543,1,170,477,0,0,1139,1,1114,179,True,False,False,True,False,True,False,False,False,True,False
20.580984,1.798354,103.705418,1,170,477,0,0,857,1,1181,0,True,False,False,True,False,True,False,False,False,True,False
26.032416,1.824432,105.131956,1,809,477,0,0,664,1,999,1020,True,False,True,False,False,True,False,False,False,True,False
25.955361,1.830384,105.479313,1,809,477,0,0,907,1,969,1026,True,False,True,False,False,True,False,False,False,True,False
26.015448,1.829907,105.436173,1,809,477,0,0,757,1,966,1024,True,False,True,False,False,True,False,False,False,True,False
25.920738,1.823755,105.800158,1,741,477,0,0,695,1,672,998,True,False,True,False,False,True,False,False,False,True,False
29.633715,1.834842,105.19936,1,654,477,0,0,470,1,1071,564,True,False,True,False,False,True,False,False,False,False,False
32.895637,1.783901,103.771371,1,716,152,0,0,980,1,1100,456,True,False,True,False,False,True,False,False,False,False,False
38.748307,1.782067,103.586342,1,676,184,0,0,1020,1,1188,840,True,True,False,False,False,True,False,False,False,False,False
39.685846,1.781032,96.303855,1,350,286,0,0,1222,1,1106,479,True,True,False,False,False,True,False,False,False,False,False
33.226808,1.557943,77.647716,1,193,210,0,0,271,1,0,0,False,False,True,False,False,True,False,False,False,False,False
26.220065,1.560258,78.435904,1,261,67,0,0,425,1,0,0,False,False,True,False,False,True,False,False,False,False,False
23.090215,1.596586,80.726195,1,71,0,0,0,549,1,0,869,False,False,False,True,False,True,False,False,False,True,False
24.565628,1.62093,81.718232,1,356,95,0,0,498,1,0,71,False,False,False,True,False,True,False,False,False,True,False
42.586285,1.571417,81.918809,1,485,88,0,0,464,1,612,0,False,False,False,True,False,True,False,False,False,False,False
43.719395,1.584322,80.986496,1,307,407,0,0,899,1,196,0,False,False,False,True,False,True,False,False,False,False,False
43.37634,1.582523,81.919454,1,629,85,0,0,472,1,576,0,False,False,False,True,False,True,False,False,False,False,False
39.648946,1.572791,80.086524,1,240,448,0,0,256,1,0,0,False,False,False,True,False,True,False,False,False,False,False
22.693989,1.627908,82.0,1,144,94,0,0,545,1,0,958,False,False,True,False,False,True,False,False,False,True,False
